Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ É],Module [TRUE/FALSE],Perovskite. Composition. A-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. B-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions. Coefficients [Cof.1; Cof.2; É | Cof.3; É | ...],Perovskite. Additives. Compounds [Addt.1; Addt.2; ... | Addt.3; É | Addt.4 | ... ],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Perovskite. Deposition. Number of deposition steps,Perovskite. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> É | Proc. 4 | ... ],Perovskite. Deposition. Solvents [Sol.1; Sol.2 >> Sol.3; ... >> ... | Sol.4 >> É | Sol.5 | ... ],Perovskite. Deposition. Solvents. Mixing ratios [V1; V2 >> V3; V4 >> ... | V5; V6 >> É | 1 | ... ],Perovskite. Deposition. Quenching media [Sol.1; Sol.2; É],Encapsulation [TRUE/FALSE],Encapsulation. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...],Encapsulation. Edge sealing materials [Mat.1; Mat.2; ... ],JV. Reverse scan. PCE [%] ,JV. Forward scan. PCE [%] ,Stability. Measured [TRUE/FALSE],Stability. Protocol [ISOS x/IEC x/ É] ,Stability. Light source. Type [Dark/White LED/Metal halide/ ...],Stability. Light. UV filter [TRUE/FALSE],Stability. Potential bias. Load condition [Open circuit/MPPT/Constant potential/ É],Stability. Temperature. Range [T.min; T.max] or [T.constant] [deg. C],Stability. Atmosphere [Gas1; Gas2; ...],Stability. Relative humidity. Average value [%],Stability. Time. Total exposure [h],Stability. PCE. Burn in observed [TRUE/FALSE],Stability. PCE. End of experiment [% of initial PCE],Stability. PCE. T80 [h],Stability. PCE. Ts80 [h],Stability. PCE. After 1000 h [% of initial PCE]
2019-12-10 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA,Pb,Br; I,0.3; 2.7,,,1,Spin-coating,DMF; DMSO,4; 1,Anisole,FALSE,Unknown,Unknown,21.07,20.07,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,85.0; 85.0,N2,0,1000,FALSE,63.8,455.9,,63.8
2018-05-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,FA,Pb,Br; I,0.3; 2.7,RbI,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,12.93,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,1440,FALSE,20,450,,50
2019-05-06 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.06,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,16.52,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,720,FALSE,65,450,,
2017-06-12 00:00:00,SLG , FTO , LiMgNiO-c ,,, Perovskite , PCBM-60 , Carbon-QDs ,,, Ag,1.02,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO,1,Toluene,FALSE,Unknown,Unknown,15.1,,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,85.0; 85.0,Air,50,500,FALSE,74,450,,
2019-10-15 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs,Ba; Pb,Br; I,1; 2,,1.865,1,Spin-coating,DMSO; Formamide,1; 1,Unknown,FALSE,Unknown,Unknown,14,,TRUE,ISOS-L-1I,White LED,FALSE,MPPT,25.0; 25.0,N2,0,450,FALSE,80,450,,
2019-09-07 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,FA; MA,Pb; Sn,I,3,Cl; SnF2,1.33,1,Doctor blading,DMF; DMSO,4; 1,Vacuum,FALSE,Unknown,Unknown,12.18,12.61,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,450,FALSE,80,450,,
2019-09-07 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,FA; MA,Pb; Sn,I,3,Cl; SnF2,1.33,1,Doctor blading,DMF; DMSO,4; 1,Vacuum,FALSE,Unknown,Unknown,15.15,14.96,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,450,FALSE,80,450,,
2018/09/19 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 ,,,, Ag,0.038,pin,FALSE,FA,Sn,I,3,SnF2; PMMA,nan,1,Spin-coating,DMF; DMSO,4; 1,Toluene,FALSE,Unknown,Unknown,3.62,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,720,FALSE,62,447,,
2019-02-01 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.42; 2.58,,1.61,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,15.27,,TRUE,ISOS-L-1,Halogen,FALSE,Open circuit,20.0; 20.0,Air,40,500,FALSE,75.95,445,,
2016-07-04 00:00:00,SLG , FTO , Oxo-Graphene ,,, Perovskite , PCBM-60 , ZnO-np ,,, Al,0.104,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,2; 2,Unknown,FALSE,Unknown,Unknown,15.2,,TRUE,ISOS-L-1,White LED,TRUE,Open circuit,25.0; 25.0,Air,40,1000,FALSE,60,440,,56
2018-06-11 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,FA,Sn,I,3,SnF2,1.36,1,Spin-coating,DMSO,1,Chlorobenzene,FALSE,Unknown,Unknown,0.61,2.5,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1000,FALSE,65,440,,65
2018-11-26 00:00:00,SLG , ITO , PCBM-60 ,,, Perovskite , Spiro-MeOTAD , MoO3 , MoO3,, Ag ,0.12,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,9.23,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,720,FALSE,75.21,439.68,,
2019-07-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.24; 2.76,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.72,18.54,TRUE,ISOS-L-1I,White LED,FALSE,MPPT,25.0; 25.0,N2,0,550,FALSE,75,437,,
2018/07/05 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.09,nip-mp,FALSE,MA,Pb,Cl; I,0.06; 2.94,Cl,nan,1,spin-coatng,DMSO,1,Chlorobenzene,FALSE,Unknown,Unknown,20.15,18.82,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,840,FALSE,78,435,,
2018-10-28 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Au,0.16,pin,FALSE,FA; MA,Pb,Br; I,0.2; 2.8,,,1,Spin-coating,DMF; GBL,6; 4,Toluene,FALSE,Unknown,Unknown,,,TRUE,ISOS-L-2I,Xenon,FALSE,Open circuit,85.0; 85.0,Unknown,,500,FALSE,76,434,,
2016-12-19 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,11.64,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1440,FALSE,42,432,,58
2019-12-17,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.035,pin,FALSE,(BDA); MA,Pb,I,10,Undoped,2.536,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,4.48,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,55,576,FALSE,71,432,,50
2018-11-14 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,9; 1,Diethyl ether,FALSE,Unknown,Unknown,19.1,18.9,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,26.0; 26.0,Air,60,552,FALSE,76,432,,
2017-12-22 00:00:00,SLG , ITO , NiO-mp ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.04,pin,FALSE,MA,Pb,I,3,F4-TCNQ,1.59,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,9; 1 >> 1,Unknown,FALSE,Unknown,Unknown,16.1,16.3,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,504,TRUE,77,432,,
2018-07-09 00:00:00,SLG , FTO , TiO2-c , TiO2-np , TiO2-mp , Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,Cl,1.595,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,10.04,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,1008,FALSE,44,430,44,44
2018-03-18 00:00:00,SLG , FTO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,nan; nan >> 1,Unknown,FALSE,Unknown,Unknown,16.29,16.2,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,936,FALSE,65,430,,
2020-01-22 00:00:00,SLG , ITO , P3CT-Na ,,, Perovskite , ITCP-M , BCP ,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.15,,TRUE,ISOS-L-1,Solar simulator,FALSE,Open circuit,25.0; 25.0,Air,27.5,500,FALSE,70,430,,
2015-10-23 00:00:00,PET , IZO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,N2,TRUE,"Viewbarrier (mitsibushi plastic, inc)",467 MP 3M Adhesive Transfer Tape,12,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,500,FALSE,42,420,,
2018-06-12 00:00:00,SLG , ITO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.05,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,,Chlorobenzene,FALSE,Unknown,Unknown,17.88,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,30,500,FALSE,58,420,,
2017-08-14 00:00:00,SLG , FTO , SnO2-c , C60 ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.0919,nip,FALSE,Cs; FA,Pb,Br; I,1.2; 1.8,HBr; HI,1.72,1,Spin-coating,DMF,1,Unknown,TRUE,Hot melt polymer foil (Oxford PV) | Cover glass,Unknown,,,TRUE,ISOS-L-2,Xenon,FALSE,Open circuit,60.0; 60.0,Air,45,2400,TRUE,61,420,,64
2018-12-13 00:00:00,SLG , FTO , NiO-c ,,, Perovskite , PCBM-60 ,,,, Ag,0.1,pin,FALSE,MA,Pb,I,3,PEAI,1.6,1,Spin-coating,DMF; DMSO,7; 2,Toluene,FALSE,Unknown,Unknown,15,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,25,720,FALSE,63,420,,
2015-03-23 00:00:00,SLG , FTO ,,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,13.26,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,500,FALSE,70,420,,
2017-04-21 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,13.65,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Dry air,,600,FALSE,72,420,,
2017-07-18 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,1.55,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.67,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,20,1920,FALSE,64,417,,
2019-01-02 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite ,,,,, Au,0.09,nip,FALSE,Cs,Sb,I,9,Cl,2.47,1,Spin-coating,DMF,1,IPA,FALSE,Unknown,Unknown,0.27,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1440,FALSE,49,408,,
2018-04-04 00:00:00,SLG , FTO , X1 ,,, Perovskite , PCBM-60 ,,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,Pb(SCN)2,1.6,1,Spin-coating,DMF; DMSO,9; 1,Diethyl ether,FALSE,Unknown,Unknown,13.14,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,45,3024,FALSE,69,408,,
2020-05-21,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Ag,,nip,FALSE,MA,Pb,I,3,nan,nan,1,Spin-coating,DMF; DMSO,1; 9,Chlorobenzene,FALSE,Unknown,Unknown,15.25,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25; 25,N2,,528,FALSE,72,408,,
2018-03-25 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,FA; MA,Pb,Br; I,0.5; 2.5,MA3Bi2Br9,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.4,18.2,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,90.0; 90.0,Unknown,,408,FALSE,80,408,,
2019-12-02 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,FA; MA,Pb,I,3,,,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,4; 1 >> 1,Unknown,FALSE,Unknown,Unknown,17.7,16.1,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,624,FALSE,7.56,405.4,,
2016-06-27,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , C13-FAS , Spiro-MeOTAD ,,, Au,0.16,nip-mp,FALSE,MA,Pb,I,3,nan,nan,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,12.4,11.7,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25; 30,Air,52,700,FALSE,0,400,,
2017-10-17 00:00:00,SLG , FTO , TiO2-c , ZrO2-mp , TiO2-mp , Perovskite ,,,,, Carbon,0.1,nip-mp-carbon,FALSE,FA; MA,Pb,I,3,,,2,Drop-infiltration >> CBD,DMF >> IPA,1 >> 1,Unknown,TRUE,Unknown,Unknown,9.01,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1000,FALSE,10,400,,10
2019-01-21 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,9; 1,Diethyl ether,FALSE,Unknown,Unknown,18.96,17.28,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,1000,FALSE,18,400,,18
2018-01-19 00:00:00,PEN , ITO , TiO2-c , PCBM-60 ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.15,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,7; 3,Ethyl acetate,FALSE,Unknown,Unknown,15,,TRUE,ISOS-D-3,Dark,FALSE,Open circuit,60.0; 60.0,Air,70,1600,FALSE,24,400,,55
2020-04-24,SLG , FTO , ZnO, TiO2-mp ,, Perovskite , 18-crown-6 ether , Spiro-MeOTAD ,,, Au,0.1,nip-mp,FALSE,Cs,Pb,I,3,Undoped,nan,1,Spin-coating,DMF,1,Chlorobenzene,FALSE,Unknown,Unknown,12.53,13.03,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25; 25,Air,20,2000,FALSE,30,400,,
2019-11-17 00:00:00,SLG , FTO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,FABr,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.09,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,25,1248,FALSE,40,400,,50
2019-02-04 00:00:00,SLG , FTO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,,1.59,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,17.7,16.47,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1000,FALSE,40,400,,40
2019-06-01 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.084,nip,FALSE,FA; MA,Pb,Br; I,0.1; 2.9,,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,18.71,17.07,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,600,FALSE,43,400,,
2017-09-22 00:00:00,SLG , FTO , NiO-np ,,, Perovskite , PCBM-60 ,,,, Au,0.09,pin,FALSE,FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,10.76,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,800,FALSE,51.6,400,,
2018-01-19 00:00:00,PEN , ITO , TiO2-c , PCBM-60 ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.15,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,7; 3,Ethyl acetate,FALSE,Unknown,Unknown,15,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,70,1200,FALSE,55,400,,61
2018-10-26 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,Cs,Pb,Br; I,1; 2,,,1,Spin-coating,DMSO,1,Unknown,FALSE,Unknown,Unknown,11.91,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,1060,FALSE,60,400,,60
2018-06-12 00:00:00,SLG , ITO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.05,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,,Chlorobenzene,FALSE,Unknown,Unknown,18.12,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,30,500,FALSE,62,400,,
2017-09-20 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Z25 ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,16.9,16.4,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,800,FALSE,65,400,,
2019-03-07,SLG , ITO , P3CT-Na ,,, Perovskite , C60 , BCP ,,, Ag,1,nip,FALSE,MA,Pb,I,3,nan,1631.0,1,Evaporation,none,1,Unknown,FALSE,Unknown,Unknown,16.37,15.23,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,30,750,FALSE,65,400,,60
2019-04-17,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.105,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,nan,1.6,1,Spin-coating,DMF; DMSO,10; 1,Ethyl acetate,FALSE,Unknown,Unknown,17.62,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,15,600,FALSE,66,400,,68
2019-01-30 00:00:00,PEN , ITO , HfO2 , SnO2-np ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.5; 2.5,K; Rb,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,85.0; 85.0,N2,0,1000,FALSE,68,400,,68
2019-12-09 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , CuSCN ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.42; 2.58,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,15.83,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,9840,FALSE,70,400,,99
2018-12-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,600,FALSE,70.9,400,,
2017-05-24 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , PCBM-60 , AZO-np ,,, Ag,0.19,pin,FALSE,MA,Pb,I,3,Cl,1.6,2,Spin-coating >> Spin-coating,DMF >> Ethanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,15.15,,TRUE,ISOS-L-2,Light,FALSE,MPPT,85.0; 85.0,Air,5,1000,FALSE,73,400,,73
2018-07-26 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.09,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; GBL,1; 1,Toluene,FALSE,Unknown,Unknown,13,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,700,FALSE,73.45,400,,
2019-06-19 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , CuO2 ,,,, Au,0.1,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Tetrafluorotoluene,FALSE,Unknown,Unknown,17.23,15.59,TRUE,ISOS-L-1,Xenon,FALSE,Open circuit,25.0; 25.0,Air,55,500,FALSE,75,400,,
2014-11-06 00:00:00,SLG , FTO , TiO2-c , Al2O3-mp ,, Perovskite , P3HT; SWCNTs , Spiro-MeOTAD ,,, Ag,0.063,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,Unknown,,Unknown,TRUE,SLG,Epoxy,13.6,,TRUE,ISOS-L-1I,Xenon,FALSE,Open circuit,40.0; 40.0,N2,0,500,TRUE,75,400,,
2019-12-30 00:00:00,SLG , FTO , TiO2-c , TiO2-mp , Al2O3-mp , Perovskite ,WO3-np,,,, Carbon,0.16,nip-mp-carbon,FALSE,MA,Pb,I,3,,1.6,1,Drop-infiltration,GBL,1,Unknown,FALSE,Unknown,Unknown,9.15,,TRUE,ISOS-L-1,Light,FALSE,Open circuit,25.0; 25.0,Air,50,500,FALSE,76.5,400,,
2018-01-05 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.055,pin,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,15.2,14.7,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,480,TRUE,78,400,,
2018-05-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , P3HT ,,,, Au,0.126,nip-mp,FALSE,MA,Bi,I,9,,,2,Spin-coating >> Gas reaction,DMF; DMSO >> none,6; 4 >> 1,Unknown,FALSE,Unknown,Unknown,1.87,1.87,TRUE,ISOS-L-1,Light,FALSE,Open circuit,25.0; 25.0,Ambient,,400,FALSE,80,400,,
2017-09-04 00:00:00,SLG , ITO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.15,nip,FALSE,MA | Cs,Pb | Pb,I | Br,3 | 3,Cl,,3,Spin-coating >> Spin-coating >> Spin-coating,DMF >> IPA >> Toluene,1 >> 1 >> 1,Unknown,FALSE,Unknown,Unknown,19.16,17.17,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,400,FALSE,80,400,,
2018-10-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,(HEA); Cs; FA,Pb,Br; I,6.3; 56.7,,1.64,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.84,,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,85.0; 85.0,Air,10,400,FALSE,80,400,,
2019-12-18 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,FA,Pb,I,3,,1.48,1,Spin-coating,DMF; DMSO,4; 1,IPA,FALSE,Unknown,Unknown,20.05,19.35,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,400,FALSE,80,400,,
2019-01-21 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,Eu-pyP,1.6,1,Spin-coating,DMF; DMSO,9; 1,Diethyl ether,FALSE,Unknown,Unknown,18.13,16.98,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,85.0; 85.0,N2,0,400,FALSE,80,400,,
