Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ É],Module [TRUE/FALSE],Perovskite. Composition. A-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. B-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions. Coefficients [Cof.1; Cof.2; É | Cof.3; É | ...],Perovskite. Additives. Compounds [Addt.1; Addt.2; ... | Addt.3; É | Addt.4 | ... ],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Perovskite. Deposition. Number of deposition steps,Perovskite. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> É | Proc. 4 | ... ],Perovskite. Deposition. Solvents [Sol.1; Sol.2 >> Sol.3; ... >> ... | Sol.4 >> É | Sol.5 | ... ],Perovskite. Deposition. Solvents. Mixing ratios [V1; V2 >> V3; V4 >> ... | V5; V6 >> É | 1 | ... ],Perovskite. Deposition. Quenching media [Sol.1; Sol.2; É],Encapsulation [TRUE/FALSE],Encapsulation. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...],Encapsulation. Edge sealing materials [Mat.1; Mat.2; ... ],JV. Reverse scan. PCE [%] ,JV. Forward scan. PCE [%] ,Stability. Measured [TRUE/FALSE],Stability. Protocol [ISOS x/IEC x/ É] ,Stability. Light source. Type [Dark/White LED/Metal halide/ ...],Stability. Light. UV filter [TRUE/FALSE],Stability. Potential bias. Load condition [Open circuit/MPPT/Constant potential/ É],Stability. Temperature. Range [T.min; T.max] or [T.constant] [deg. C],Stability. Atmosphere [Gas1; Gas2; ...],Stability. Relative humidity. Average value [%],Stability. Time. Total exposure [h],Stability. PCE. Burn in observed [TRUE/FALSE],Stability. PCE. End of experiment [% of initial PCE],Stability. PCE. T80 [h],Stability. PCE. Ts80 [h],Stability. PCE. After 1000 h [% of initial PCE]
2017-12-16 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA,Pb,Br; I,0.15; 2.85,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.64,16.73,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1439,FALSE,93,4111.428571,,94.4
2019/02/22 00:00:00,SLG , ITO , ZnO-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,PS,1.6,1,Spin-coating,DMF; DMSO,12; 1,Diethyl ether,FALSE,Unknown,Unknown,16.8,,TRUE,ISOS-L-1,Xenon,FALSE,Constant potential,45.0; 45.0,Air,,100,FALSE,93,285.7142857,,
2019-01-30 00:00:00,PEN , ITO , HfO2 , SnO2-np ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.5; 2.5,K; Rb,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,10,1000,FALSE,93,#DIV/0!,,93
2019-03-20 00:00:00,SLG , FTO , TiO2-c , SWCNTs; TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.5; 2.5,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,16.86,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,1,FALSE,93,2.857142857,,
2016-05-17 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.49; 2.51,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,17.7,,TRUE,ISOS-L-1I,Xenon,FALSE,Open circuit,20.0; 20.0,N2,0,15,FALSE,93,42.85714286,,
2019-10-15 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,1.5; 1.5,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,27.1,18.1,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,672,FALSE,93,1920,,
2019-02-05 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.06,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.22,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,800,FALSE,93,2285.714286,,
2018-04-30 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.14,,TRUE,ISOS-L-1I,Light,FALSE,MPPT,20.0; 20.0,N2,0,112,TRUE,93,320,,
2019-12-06 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.11,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,700,FALSE,93,2000,,
2019-10-30 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Unknown,FALSE,Unknown,Unknown,15.6,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,7.5,FALSE,93,21.42857143,,
2017-06-22 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,9; 1,Chlorobenzene,FALSE,Unknown,Unknown,15.5,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,195,FALSE,93,557.1428571,,
2016-07-12 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,1.05,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO,1,Toluene,FALSE,Unknown,Unknown,11.4,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,550,FALSE,93,1571.428571,,
2016-05-24 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO,1,Chlorobenzene,FALSE,Unknown,Unknown,17.42,16.65,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,400,FALSE,93,1142.857143,,
2018-11-08 00:00:00,SLG , ITO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,MA,Pb,I,3,Imidazole,1.6,1,Spin-coating,DMF; DMSO,9; 1,Diethyl ether,FALSE,Unknown,Unknown,17.57,,TRUE,ISOS-L-1,Xenon,FALSE,Open circuit,25.0; 25.0,Air,55,720,FALSE,93,2057.142857,,
2019-04-05 00:00:00,SLG , FTO , TiO2-c , WOx ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.15,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,GBL; NMP,1; 5,Diethyl ether,FALSE,Unknown,Unknown,14.01,13.76,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,504,FALSE,93,1440,,
2019-04-05 00:00:00,SLG , FTO , TiO2-c , WOx ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.15,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,GBL; NMP,1; 5,Diethyl ether,FALSE,Unknown,Unknown,13.34,13.11,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,504,FALSE,93,1440,,
2019-04-05 00:00:00,SLG , FTO , TiO2-c , WOx ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.15,nip,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,GBL; NMP,1; 5,Diethyl ether,FALSE,Unknown,Unknown,13.48,13.09,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,504,FALSE,93,1440,,
2019-07-03 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeTAD ,,,, Au,0.1,nip,FALSE,(BEA); Cs; FA; MA,Pb,Br; I,1.7; 0.83,,,1,Spin-coating,DMF; DMSO,4; 1,Unknown,FALSE,Unknown,Unknown,17.39,,TRUE,ISOS-L-1I,Light,FALSE,Open circuit,25.0; 25.0,N2,0,500,FALSE,93,1428.571429,,
2020-01-29 00:00:00,SLG , ITO ,,,, Perovskite , Spiro-MeOTAD ,,,, Au ,0.04,nip,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,12.81,11.05,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1440,FALSE,93,4114.285714,,95
2018-08-11 00:00:00,PET , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Ag,0.0485,pin,FALSE,Cs,Pb,Br; I,1; 2,,,1,Spin-coating,NMP,1,Unknown,FALSE,Unknown,Unknown,6.5,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1440,FALSE,93,4114.285714,,
2016-11-21 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Au,0.09,pin,FALSE,MA,Pb,I,3,Benzoquinone,1.56,1,Spin-coating,DMSO; GBL,6; 4,Toluene,TRUE,Unknown,Unknown,10.02,,TRUE,ISOS-L-1,White LED,FALSE,Open circuit,25.0; 25.0,Air,,1000,FALSE,93,2857.142857,,93
2019-11-12 00:00:00,SLG , ITO , PTAA ,,, Perovskite , C60 , BCP ,,, Cu,0.07,pin,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.39,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1000,FALSE,93,2857.142857,,93
2018-09-21 00:00:00,SLG , ITO , V1036:C4 ,,, Perovskite , C60 , BCP ,,, Cu,0.16,pin,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Ethyl acetate,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,23.0; 23.0,N2,0,4500,FALSE,93,#DIV/0!,,99
2018-03-28 00:00:00,SLG , FTO , NiMgLiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,CaI2,1.6,1,Spin-coating,DMF; DMSO,4; 1,Diethyl ether,FALSE,Unknown,Unknown,17,,TRUE,ISOS-L-1I,White LED,FALSE,MPPT,25.0; 25.0,N2,0,300,FALSE,93,857.1428571,,
2019-08-10 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.075,pin,FALSE,FA; MA,Pb,I,3,Cl,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,21.4,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1000,FALSE,93,2857.142857,,93
2020-04-14,SLG , ITO , PTAA , PFN ,, Perovskite , PCBM-60 , BCP ,,, Cu ,,pin,FALSE,MA,Pb,I,3,nan,1.59,1,Spin-coating,DMF; DMSO,8.9; 1.1,Diethyl ether,FALSE,Unknown,Unknown,18.8,18.8,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,45,750,FALSE,93,2142.857143,,
2015-12-20 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , C60 , bis-C60 ,,, Ag,0.06,pin,FALSE,MA,Pb,I,3,,1.56,1,Spin-coating,DMSO; GBL,3; 7,Toluene,FALSE,Unknown,Unknown,17.6,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,720,FALSE,93,2057.142857,,
2015-04-27 00:00:00,SLG , ITO , MoOx , PEDOT:PSS ,, Perovskite , C60 , Bphen ,,, Ag,0.18,pin,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,12.78,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,240,FALSE,93,685.7142857,,
2019-05-25 00:00:00,SLG , ITO , P3CT-Na , PASP ,, Perovskite , PCBM-60 , C60 , BCP ,, Ag,0.04,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.05,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,4200,FALSE,93,12000,,
2020-04-30,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , C60 , BCP ,, Ag,0.1,pin,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,Undoped,nan,1,Spin-coating,DMF; DMSO,4; 1,Ethyl acetate,FALSE,Unknown,Unknown,21.59,21.19,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25; 30,Air,40,1100,FALSE,93,3142.857143,,
2015-08-29 00:00:00,SLG , FTO , TiO2-c , TiO2-mp , Al2O3-mp , Perovskite ,,,,, Carbon,0.16,nip-mp-carbon,FALSE,MA,Pb,I,3,,1.6,2,Drop-infiltration >> CBD,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,15.03,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1000,FALSE,93,2857.142857,,93
2020-07-07,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite ,,,,, Carbon,0.12,nip-mp-carbon,FALSE,Cs; FA; MA,Pb,Br; I,0.42; 2.58,Undoped,1.61,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,TRUE,Unknown,Unknown,15.02,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,30; 30,Air,30,2000,FALSE,93,5714.285714,,
2020-03-26,SLG , FTO , SnO2-c ,,, Perovskite , CuSCN ,,,, Carbon,0.115,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.47; 2.53,Undoped,1.59,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,15.1,15.3,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,62,1920,FALSE,93,5485.714286,,
2018-10-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , PPy ,,,, Carbon,0.1,nip-mp,FALSE,Cs,Pb,Br,3,,2.3,2,Spin-coating >> Spin-coating,DMF >> Methanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,8.33,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,70,1920,FALSE,93,5485.714286,,
2019-03-28 00:00:00,SLG , ITO , CPTA ,,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Au,0.05,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,Methylammonium acetate,1,Unknown,FALSE,Unknown,Unknown,19.88,20.05,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,1100,FALSE,93,3142.857143,,93
2018-12-18 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , Rhodamin 101 ,,, Au,0.16,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO; GBL,3; 7,Toluene,FALSE,Unknown,Unknown,18.8,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,240,FALSE,93,685.7142857,,
2019-12-23 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , 2_aminoterephthalic acid , Spiro-MeOTAD ,,, Ag,0.084,nip,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,21.09,21.09,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1000,FALSE,93,2857.142857,,93
2019-02-14 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , 2-MP , Spiro-MeOTAD ,,, Au,0.09,nip,FALSE,MA,Pb,I,3,,1.57,1,Spin-coating,DMF; DMSO,5; 1,Unknown,FALSE,Unknown,Unknown,20.28,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,65,1440,FALSE,93,4114.285714,,
2019-09-09 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , TiO2-c ,,, Al,0.16,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Chlorobenzene; Chloroform,FALSE,Unknown,Unknown,12.5,12.1,TRUE,ISOS-L-1,White LED,FALSE,Open circuit,25.0; 25.0,Ambient,,20,FALSE,93,57.14285714,,
2018-01-09 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , ZnO-np , AZO ,, Ni,0.561,pin,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,2,Evaporation >> Spin-coating,none >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,14,,TRUE,ISOS-L-2I,White LED,FALSE,MPPT,60.0; 60.0,N2,0,1000,FALSE,93,2857.142857,,93
2019-05-17 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , Zr(acac)4 ,,, Al,0.2,pin,FALSE,MA,Pb,I,3,Acetate; H2O,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,14.26,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,720,FALSE,93,2057.142857,,
2018-11-14 00:00:00,SLG , FTO , TiO2-c , TiO2-mp , PbTiO3 , Perovskite ,,,,,Carbon,0.08,nip-mp-carbon,FALSE,MA,Pb,I,3,,1.59,2,Spin-coating >> CBD,DMF >> Cyclohexane; IPA,1 >> 9; 1,Unknown,FALSE,Unknown,Unknown,16.37,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,25,2160,TRUE,93,6171.428571,,96
2017/03/13 00:00:00,SLG , FTO , TiO2-c , TiO2-mp , Al2O3-np , Perovskite ,,,,, MWCNTs,0.08,nip-mp,FALSE,MA,Pb,I,3,MWCNTs,1.6,3,Spin-coating >> Spin-coating >> CBD,DMF >> DMF >> Cyclohexene; IPA,1 >> 1 >> 9;1,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-3,Dark,FALSE,Open circuit,25.0; 25.0,Air,65,336,FALSE,93,#DIV/0!,,
2019-07-19 00:00:00,SLG , FTO , NiMgLiO ,,, Perovskite , SnO2-c ,,,, Ag,0.09,pin,FALSE,Cs,Pb,Br; I,1; 2,,,1,Spin-coating,DMF; DMSO,2; 3,Chlorobenzene,TRUE,UV-curable epoxy,Unknown,11.44,,TRUE,IEC 61646,White LED,TRUE,MPPT,45.0; 45.0,N2,0,1000,FALSE,93.1,2898.550725,,93.1
2018-10-12 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,16.95,,TRUE,ISOS-L-1I,White LED,TRUE,Open circuit,25.0; 25.0,N2,0,500,FALSE,93.1,1449.275362,,
2016-08-05 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.13,nip,FALSE,MA,Pb,I,3,,1.6,2,Spin-coating >> Recrystallization,DMF; DMSO >> none,11; 1 >> 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,240,FALSE,93.2,#DIV/0!,,
2016-03-01 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-70 , BCP ,,, Ag,0.9,pin,FALSE,MA,Pb,I,3,,1.55,1,Spin-coating,DMF,1,Chlorobenzene; N2,FALSE,Unknown,Unknown,15.98,15.6,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,400,FALSE,93.21,1178.20324,,
2018-04-13 00:00:00,SLG , FTO , TiO2-c , TiO2-mp , Al2O3-mp , Perovskite , Spiro-MeOTAD , NiO-mp ,,, Au,0.17,nip-mp,FALSE,MA,Pb,I,3,Cl; NiO-np,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,10.06,9.64,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,30.0; 30.0,Air,50,6480,FALSE,93.22,19115.04425,,96.15
2019-08-23,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.13,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,nan,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.93,17.01,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20; 30,Air,20,50,FALSE,93.24,147.9289941,,
2017-01-10 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , PMMA , Spiro-MeOTAD ,,, Au,0.04,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMSO,1,Toluene,FALSE,Unknown,Unknown,16.4,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,70,480,FALSE,93.3,1432.835821,,
2018-12-12 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.09,nip-mp,FALSE,MA,Pb,Br; I,0.6; 2.4,,1.66,3,Spin-coating >> Spin-coating >> Spin-coating,DMF; DMSO >> IPA >> DMSO; IPA,7; 3 >> 1 >> nan,Unknown,FALSE,Unknown,Unknown,18,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,168,FALSE,93.4,509.0909091,,
2018-03-14 00:00:00,SLG , FTO , TiO2-c , SnO2-c ,, Perovskite , Spiro-MeOTAD ,,,, Au,1.13,nip,FALSE,FA; MA,Pb,I,3,,,1,Spin-coating,DMF,1,Vacuum,FALSE,Unknown,Unknown,20.4,19.2,TRUE,ISOS-L-1I,Solar simulator,TRUE,Open circuit,25.0; 25.0,N2,0,528,FALSE,93.4,1600,,
2016-08-05 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.13,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,11; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-L-1I,Light,FALSE,MPPT,25.0; 25.0,N2,5,2.2,FALSE,93.4,#DIV/0!,,
2019-08-05 00:00:00,SLG , ITO , NiO-c ,,, Perovskite , PCBM-60 ,,,, Ag,0.04,pin,FALSE,MA,Pb,I,3,PEO,1.6,1,Spin-coating,DMF; DMSO,9; 1,Unknown,FALSE,Unknown,Unknown,7.94,7.06,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,24,FALSE,93.5,73.84615385,,
2018-02-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , asy-PBTBDT ,,,, Au,0.09,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20,,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,75.0; 75.0,Air,60,12,FALSE,93.5,36.92307692,,
2019-12-18 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,1,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,Chlorobenzene,FALSE,Unknown,Unknown,18.6,18,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,420,FALSE,93.5,1292.307692,,
2019-04-19 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Ag,0.059,pin,FALSE,FA; MA,Pb; Sn,I,0.4,GuaSCN; SnF2,1.25,1,Spin-coating,DMF; DMSO,4; 1,Toluene,TRUE,UV-curable epoxy,Unknown,20.5,20.4,TRUE,ISOS-L-1I,Light,FALSE,MPPT,25.0; 25.0,Unknown,,130,FALSE,93.5,400,,
2019-04-13 00:00:00,SLG , ITO , NiO-c , CuGaO2 ,, Perovskite , PCBM-60 , BCP ,,, Ag,0.09,pin,FALSE,Cs; FA,Pb,Br; I,0.12; 2.88,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Anisole,FALSE,Unknown,Unknown,20.39,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,55,1440,FALSE,93.5,4430.769231,,95
2019-11-02 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Carbon; ,,,,Graphite,0.09,nip-mp-carbon,FALSE,Cs,Pb,Br,3,,2.3,2,Spin-coating >> Spin-coating,DMF >> Methanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,8.87,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,80,1200,FALSE,93.5,3692.307692,,
2017-05-15 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Toluene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,,504,FALSE,93.55,#DIV/0!,,
2018-10-19 00:00:00,SLG , FTO , NiO-c ,,, Perovskite , TPA-3CN , BCP ,,, Al,0.09,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,14.4,13.4,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,480,FALSE,93.6,1500,,
2020-08-19,SLG , ITO , P3CT-N ,,, Perovskite , PCBM-60 , C60 , BCP ,, Ag,0.09,pin,FALSE,Cs,Pb,Br; I,1; 2,Acetic acid,1.88,1,Spin-coating,DMF; DMSO,7; 3,IPA,FALSE,Unknown,Unknown,11.87,,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,60; 60,N2,65,864,FALSE,93.6,2700,,
